"pcp-dstat 5.3.6 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server8",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/180128a5b39e75d75dfa60b9833d3d478f0f05db/A2_dstat.csv 5",,,,"Date:","23 Dec 2022 08:02:08 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
1671782588,3670364,780811236,2157024,4873868,0.030,0.020,99.894,0,0,0,4.000,612560.454,43707.633,0,0,5532,2081,0.030,0.080,0.250
1671782593,3668784,780812816,2157024,4873868,0.025,0.010,99.941,0,0,0,25.600,612609.456,43959.934,0,0,5448,2104,0.030,0.080,0.250
1671782598,3667000,780814116,2157024,4874352,0.015,0,99.915,0,0,0,110.400,437952.851,27261.865,0,0,4121,2000,0.020,0.080,0.250
1671782603,3665732,780815384,2157024,4874352,0.015,0.005,99.965,0,0,0,16.000,320.599,59.600,0,0,1074,1959,0.020,0.080,0.250
1671782608,3664456,780816660,2157024,4874352,0,0.005,99.976,0,0,0,8.000,129.601,41.800,0,0,1082,2002,0.020,0.070,0.240
1671782613,3661448,780818536,2157024,4875484,0.090,0.020,99.840,0,0,0,12.799,232430.694,15143.716,0,0,3070,3762,0.020,0.070,0.240
1671782618,3659424,780820560,2157024,4875484,0.010,0.005,99.970,0,0,0,236.811,807.236,307.614,0,0,1047,1948,0.020,0.070,0.240
1671782623,3658424,780820980,2157024,4876064,0.005,0.025,99.910,0,0,0,13.600,464588.663,23719.491,0,0,4811,2934,0.020,0.070,0.240
1671782628,3655356,780822792,2157024,4877320,0.030,0.020,99.920,0,0,0,16.800,217472.304,9196.613,0,0,2502,3850,0.010,0.070,0.240
1671782633,3653332,780824044,2157024,4878092,0.005,0.010,99.920,0,0,0,20.800,166976.700,4972.997,0,0,2091,3718,0.010,0.070,0.240
1671782638,3651108,780825364,2157024,4878996,0.015,0.015,99.936,0,0,0,19.200,198227.229,6179.238,0,0,2281,3636,0.010,0.070,0.240
1671782643,3649836,780825612,2157024,4880020,0.010,0.020,99.909,0,0,0,13.600,220092.931,6574.738,0,0,2365,3758,0.010,0.060,0.230
1671782648,3647392,780826904,2157024,4881172,0.040,0.015,99.915,0,0,0,10.400,229205.004,6792.382,0,0,2583,3977,0.010,0.060,0.230
1671782653,3645556,780828740,2157024,4881172,0.005,0.005,99.956,0,0,0,1150.408,4555.233,172.201,0,0,1059,2140,0.010,0.060,0.230
1671782658,3644260,780828660,2157024,4882548,0.010,0.015,99.920,0,0,0,18.400,302259.930,8995.640,0,0,2902,4399,0.010,0.060,0.230
1671782663,3643492,780829424,2157024,4882552,0.010,0.005,99.959,0,0,0,8.800,222.998,59.200,0,0,1031,2048,0.010,0.060,0.230
1671782668,3641664,780830412,2157024,4883392,0.015,0.025,99.946,0.005,0,0,12.800,171854.415,5194.049,0,0,2169,3460,0.010,0.060,0.230
1671782673,3640648,780831428,2157024,4883392,0.035,0.015,99.954,0,0,0,7.200,202.599,55.800,0,0,1060,2386,0,0.060,0.220
1671782678,3638456,780833616,2157024,4883396,0.010,0.010,99.951,0.005,0,0,453.602,926.405,124.401,0,0,1078,2114,0,0.060,0.220
1671782683,3637176,780834892,2157024,4883400,0.015,0.005,99.950,0,0,0,16.800,341.199,180.999,0,0,1130,2156,0,0.050,0.220
1671782688,3635640,780836428,2157024,4883396,0.015,0,99.960,0,0,0,14.400,204.201,16.400,0,0,1115,2340,0,0.050,0.220
1671782693,3636116,780835948,2157024,4883396,0.005,0.010,99.950,0,0,0,24.040,490.008,200.531,0,0,1398,2198,0,0.050,0.220
1671782698,3641028,780830300,2157024,4884140,0.180,0.090,99.677,0,0,0,112.599,137676.730,6546.319,0,0,3535,5035,0,0.050,0.220
1671782703,3638192,780831884,2157024,4885392,0.015,0.020,99.903,0,0,0,286.437,300055.267,10533.150,0,0,2707,4686,0,0.050,0.220
1671782708,3636192,780832684,2157024,4886592,0.030,0.030,99.875,0,0,0,13.600,189881.554,10283.565,0,0,2875,4350,0,0.050,0.210
1671782713,3635248,780832760,2157024,4887460,0.040,0.040,99.885,0,0,0,36.000,253595.761,15276.246,0,0,2780,4027,0.080,0.070,0.220
1671782718,3634504,780831552,2157024,4889412,0.025,0.030,99.891,0,0,0,16.800,416837.468,12390.479,0,0,3719,5852,0.070,0.060,0.220
1671782723,3633320,780832352,2157024,4889796,0.015,0.020,99.949,0,0,0,14.400,83497.432,2613.782,0,0,1520,2693,0.070,0.060,0.220
1671782728,3632272,780831796,2157024,4891400,0.020,0.020,99.906,0,0,0,10.400,346984.670,10462.905,0,0,3177,4873,0.060,0.060,0.210
1671782733,3631528,780832156,2157024,4891784,0.005,0.010,99.949,0,0,0,1480.791,83434.466,2619.383,0,0,1594,2773,0.060,0.060,0.210
1671782738,3629784,780832332,2157024,4893352,0.015,0.015,99.905,0,0,0,8.000,340317.297,10420.046,0,0,3289,4760,0.050,0.060,0.210
1671782743,3628496,780833232,2157024,4893740,0.005,0.020,99.960,0,0,0,11.200,83544.699,2607.791,0,0,1589,2759,0.050,0.060,0.210
1671782748,3626616,780833576,2157024,4895276,0.030,0.035,99.905,0,0,0,12.800,312576.400,9490.430,0,0,3123,4762,0.040,0.060,0.210
1671782753,3625788,780833988,2157024,4895692,0.010,0.010,99.945,0,0,0,12.800,111430.399,3572.587,0,0,1535,2721,0.040,0.060,0.210
1671782758,3624772,780833560,2157024,4897136,0.030,0.010,99.910,0,0,0,12.800,290911.215,8949.625,0,0,2998,4791,0.040,0.050,0.210
1671782763,3623684,780834136,2157024,4897648,0.025,0,99.944,0,0,0,13.600,133024.602,4132.175,0,0,1693,3302,0.030,0.050,0.200
1671782768,3621344,780835428,2157024,4898696,0.035,0.015,99.869,0.005,0,0,1184.792,221613.982,6730.357,0,0,2629,4903,0.030,0.050,0.200
1671782773,3619840,780835972,2157024,4899656,0.010,0.030,99.936,0,0,0,25.600,202266.897,6242.646,0,0,2288,3600,0.030,0.050,0.200
1671782778,3618392,780836480,2157024,4900596,0.030,0.010,99.925,0,0,0,14.447,186813.778,5698.157,0,0,2459,3635,0.030,0.050,0.200
1671782783,3617120,780837748,2157024,4900600,0.010,0.005,99.948,0,0,0,11.961,14502.377,550.400,0,0,1045,2048,0.020,0.050,0.200
1671782788,3616604,780838264,2157024,4900600,0.010,0,99.957,0,0,0,6.400,658.214,104.402,0,0,1142,2202,0.020,0.050,0.200
1671782793,3641360,780813148,2157024,4900952,0.175,0.100,99.658,0,0,0,10.399,79135.240,4584.046,0,0,3232,4262,0.020,0.050,0.200
1671782798,3639832,780814676,2157024,4900952,0.005,0.010,99.982,0,0,0,817.699,165.420,0,0,0,1227,2318,0.020,0.050,0.190
1671782803,3639832,780814676,2157024,4900952,0.010,0.005,99.964,0,0,0,23.200,184.599,30.200,0,0,1031,2081,0.020,0.050,0.190
1671782808,3639320,780815180,2157024,4900960,0.005,0,99.960,0,0,0,22.400,204.001,0,0,0,1057,2161,0.010,0.040,0.190
1671782813,3638564,780815936,2157024,4900960,0.005,0.005,99.970,0,0,0,12.800,173.399,63.800,0,0,980,2022,0.010,0.040,0.190
1671782818,3638312,780816188,2157024,4900960,0.010,0.010,99.961,0,0,0,11.200,144.401,44.800,0,0,998,2060,0.010,0.040,0.190
1671782823,3637056,780817444,2157024,4900960,0.005,0.005,99.964,0,0,0,12.000,182.798,43.000,0,0,1152,2107,0.010,0.040,0.190
1671782828,3898560,780555760,2157024,4901140,4.909,0.265,94.714,0,0,0,43.995,2822.286,745.117,0,0,8910,41963,0.170,0.070,0.200
1671782833,3897024,780557296,2157024,4901140,0.065,0.020,99.817,0,0,0,52.001,1068.022,1282.226,0,0,1961,4566,0.160,0.070,0.200
1671782838,3949972,780504332,2157024,4901156,1.150,0.160,98.596,0,0,0,105.596,4791.000,1025.757,0,0,8350,29464,0.140,0.070,0.190
1671782843,3947032,780507268,2157024,4901160,0.120,0.040,99.796,0,0,0,31.207,156960.244,39533.573,0,0,2264,7416,0.130,0.070,0.190
1671782848,4279240,780175056,2157024,4901164,10.083,2.400,86.283,0,0,0,23.195,8516713.601,7346333.034,0,0,115011,714145,0.120,0.070,0.190
1671782853,5224688,779229608,2157024,4901164,15.130,7.075,75.276,0,0,0,16.800,26552361.727,22716100.114,0,0,266754,1809462,1.070,0.270,0.250
1671782858,5453644,779000652,2157024,4901164,11.122,3.910,83.172,0,0,0,13.652,14092104.317,12090438.169,0,0,198134,1028535,1.470,0.360,0.290
1671782863,5455924,778998372,2157024,4901164,1.768,0.872,96.488,0,0,0,12.752,956037.641,865032.673,0,0,75156,155961,1.350,0.360,0.280
1671782868,5441204,779013084,2157024,4901172,1.435,0.980,96.969,0,0,0,14.399,958603.750,866701.211,0,0,77603,158429,1.240,0.350,0.280
1671782873,5421840,779032448,2157024,4901172,1.180,0.945,97.192,0,0,0,23.200,983179.917,887481.110,0,0,75483,156696,1.140,0.340,0.280
1671782878,5411972,779042316,2157024,4901172,1.195,0.860,97.230,0,0,0,0,951778.265,859818.207,0,0,75343,153660,1.370,0.400,0.300
1671782883,5380344,779073944,2157024,4901172,1.300,0.835,97.258,0,0,0,12.800,948659.406,856049.421,0,0,74306,151414,1.500,0.450,0.310
1671782888,5409440,779044792,2157024,4901228,1.365,0.875,97.177,0,0,0,12.800,1001130.826,906827.694,0,0,77195,158163,1.380,0.440,0.310
1671782893,5409480,779044752,2157024,4901228,1.200,0.835,97.323,0,0,0,27.999,955228.385,862308.829,0,0,74810,152651,1.270,0.430,0.310
1671782898,5425308,779028920,2157024,4901232,1.195,0.895,97.266,0.005,0,0,16.800,984760.475,885719.463,0,0,76089,156529,1.170,0.430,0.310
1671782903,5443892,779010336,2157024,4901232,1.310,0.860,97.275,0,0,0,19.200,789401.011,718539.081,0,0,76075,155421,1.070,0.420,0.310
1671782908,5477176,778977052,2157024,4901232,1.623,0.932,96.772,0,0,0,14.424,974508.774,876371.068,0,0,77867,153986,0.990,0.410,0.300
1671782913,5468504,778985720,2157024,4901236,1.345,0.775,97.338,0,0,0,13.605,969647.644,873805.542,0,0,74545,153099,0.990,0.420,0.310
1671782918,5468160,778986060,2157024,4901240,1.193,0.808,97.420,0,0,0,15.968,977299.832,881264.437,0,0,75846,155504,0.910,0.410,0.310
1671782923,5469696,778984556,2157024,4901240,1.201,0.859,97.402,0,0,0,17.684,989843.807,894054.668,0,0,76130,155194,0.840,0.410,0.300
1671782928,5478016,778976236,2157024,4901240,1.821,0.946,96.754,0,0,0,15.925,971296.405,874354.242,0,0,76231,154928,0.770,0.400,0.300
1671782933,5456668,778997580,2157024,4901244,1.164,0.788,97.402,0,0,0,12.843,974932.834,885368.112,0,0,75053,153013,0.790,0.410,0.310
1671782938,5457204,778997044,2157024,4901244,1.191,0.842,97.358,0,0,0,18.337,987807.396,888869.134,0,0,76006,155260,0.720,0.400,0.300
1671782943,5447316,779006932,2157024,4901244,1.140,0.860,97.302,0,0,0,12.801,779166.721,707787.653,0,0,75476,154304,0.830,0.430,0.310
1671782948,5434316,779019872,2157024,4901304,1.130,0.835,97.493,0,0,0,13.600,988947.272,896888.537,0,0,75536,156089,0.760,0.420,0.310
1671782953,5449216,779004972,2157024,4901304,1.675,0.795,96.850,0,0,0,30.400,961941.331,871742.369,0,0,76737,154192,0.780,0.430,0.320
1671782958,5450316,779003868,2157024,4901308,1.165,0.910,97.403,0,0,0,16.800,987992.479,892378.097,0,0,74969,154926,0.720,0.420,0.310
1671782963,5443940,779010244,2157024,4901308,1.079,0.793,97.613,0,0,0,19.279,996023.776,911474.799,0,0,75104,156401,0.660,0.420,0.310
1671782968,5440716,779013468,2157024,4901308,1.121,0.856,97.483,0,0,0,15.209,959637.714,869737.911,0,0,74796,151500,0.610,0.410,0.310
1671782973,5444480,779009704,2157024,4901308,1.129,0.894,97.480,0,0,0,13.592,972001.980,875972.102,0,0,74457,152240,0.560,0.400,0.310
1671782978,5396324,779057848,2157024,4901320,1.114,0.889,97.323,0,0,0,15.187,971836.432,877757.641,0,0,75319,154804,0.750,0.450,0.320
1671782983,5419536,779034636,2157024,4901320,1.216,0.917,97.381,0,0,0,20.733,970200.185,884324.192,0,0,74928,154404,0.770,0.460,0.330
1671782988,5418604,779035568,2157024,4901320,1.350,0.838,97.231,0,0,0,16.063,782402.767,703409.239,0,0,73869,154291,1.030,0.520,0.350
1671782993,5428208,779025964,2157024,4901320,1.803,1.106,96.617,0,0,0,13.546,977012.889,883929.998,0,0,77597,162516,3.190,0.970,0.500
1671782998,5437328,779016840,2157024,4901324,1.178,0.772,97.291,0,0,0,12.838,985139.579,894458.995,0,0,74021,153813,3.020,0.970,0.500
1671783003,5417212,779036984,2157024,4901328,1.132,0.823,97.498,0,0,0,12.763,974104.096,874058.648,0,0,74845,152364,2.770,0.960,0.500
1671783008,5419028,779035088,2157024,4901408,1.030,0.765,97.422,0,0,0,17.601,1000940.667,904439.596,0,0,76050,156732,2.630,0.960,0.500
1671783013,5422064,779032052,2157024,4901408,1.740,0.800,96.785,0,0,0,38.396,971839.847,874182.613,0,0,74891,154978,2.660,0.990,0.510
1671783018,5420980,779033132,2157024,4901412,1.235,0.735,97.429,0,0,0,19.201,959579.038,870877.370,0,0,73289,150941,2.610,1.010,0.520
1671783023,5425176,779028936,2157024,4901412,1.085,0.820,97.455,0,0,0,18.400,966418.766,876161.276,0,0,74637,152171,2.480,1.010,0.520
1671783028,5436492,779017616,2157024,4901416,1.205,0.880,97.333,0,0,0,20.799,986460.128,895295.334,0,0,74735,156972,2.280,0.990,0.520
1671783033,5442684,779011424,2157024,4901416,1.145,0.780,97.512,0,0,0,13.600,780836.477,707555.430,0,0,73890,156648,2.180,0.990,0.520
1671783038,5422800,779031304,2157024,4901420,1.130,0.725,97.578,0,0,0,13.600,1002498.149,910257.449,0,0,76360,158814,2.080,0.990,0.530
1671783043,5403300,779050804,2157024,4901420,1.865,0.790,96.714,0,0,0,19.200,962759.247,875414.895,0,0,74695,153974,1.920,0.970,0.520
1671783048,5407000,779047104,2157024,4901420,1.245,0.820,97.339,0,0,0,13.600,982139.232,886476.876,0,0,75191,154673,1.760,0.960,0.520
1671783053,5416864,779037236,2157024,4901424,1.270,0.800,97.271,0,0,0,16.800,986453.602,897866.109,0,0,75473,154931,1.700,0.960,0.520
1671783058,5423836,779030264,2157024,4901424,1.256,0.824,97.360,0,0,0,15.270,988127.344,898664.316,0,0,74335,154371,1.810,0.990,0.540
1671783063,5433740,779020360,2157024,4901424,1.165,0.826,97.374,0,0,0,12.742,960529.247,871769.725,0,0,73680,152994,1.660,0.980,0.530
1671783068,5451596,779002444,2157024,4901484,2.005,0.865,96.549,0,0,0,16.800,1000705.995,905752.516,0,0,76676,158651,1.610,0.980,0.540
1671783073,5453324,779000716,2157024,4901484,1.145,0.845,97.415,0,0,0,28.001,789700.075,711964.910,0,0,76605,156449,1.480,0.960,0.530
1671783078,5451136,779002900,2157024,4901488,1.285,0.900,97.393,0,0,0,18.400,1003810.712,911352.239,0,0,77322,157185,1.440,0.960,0.540
1671783083,5453464,779000604,2157024,4901488,1.145,0.800,97.437,0,0,0,15.201,979139.536,888787.193,0,0,76789,158515,1.320,0.950,0.530
1671783088,5453952,779000112,2157024,4901492,1.250,0.740,97.460,0,0,0,11.199,990391.109,902451.370,0,0,75244,156767,1.220,0.930,0.530
1671783093,5464900,778989164,2157024,4901492,1.285,0.835,97.355,0,0,0,2.400,999002.551,906396.557,0,0,75950,161578,1.120,0.910,0.530
1671783098,5467804,778986260,2157024,4901492,1.215,0.850,97.348,0,0,0,19.999,1000163.589,903165.565,0,0,75393,157581,1.030,0.900,0.530
1671783103,5468180,778985884,2157024,4901492,1.187,0.796,97.413,0,0,0,12.821,971292.080,878726.321,0,0,74356,151226,1.030,0.900,0.530
1671783108,5472212,778981844,2157024,4901500,1.250,0.895,97.450,0,0,0,15.200,967538.329,879360.535,0,0,74521,152124,0.940,0.880,0.530
1671783113,5457784,778996272,2157024,4901500,2.271,0.883,96.326,0,0,0,17.570,989406.626,896152.108,0,0,78803,158588,0.870,0.870,0.520
1671783118,5455176,778998880,2157024,4901500,1.200,0.870,97.512,0.005,0,0,16.802,791015.984,711055.477,0,0,75265,153266,0.800,0.850,0.520
1671783123,5458740,778995316,2157024,4901500,1.265,0.855,97.421,0,0,0,14.399,975287.332,888262.918,0,0,77636,155087,0.730,0.840,0.520
1671783128,5466600,778987400,2157024,4901556,1.095,0.820,97.392,0,0,0,12.800,984919.116,888103.896,0,0,75273,153381,0.680,0.830,0.510
1671783133,5471352,778982640,2157024,4901564,1.150,0.775,97.433,0,0,0,47.199,986123.028,894731.326,0,0,75641,156213,0.620,0.810,0.510
1671783138,5472584,778981408,2157024,4901564,1.165,0.705,97.392,0,0,0,19.999,988354.975,900033.019,0,0,75633,156077,0.570,0.800,0.510
1671783143,5473188,778980804,2157024,4901564,1.120,0.830,97.425,0,0,0,8.803,990221.439,892578.873,0,0,74581,153379,0.530,0.780,0.500
1671783148,5471976,778982016,2157024,4901564,2.319,0.870,96.191,0,0,0,17.592,994150.253,901351.147,0,0,76020,159795,0.560,0.790,0.510
1671783153,5477164,778976824,2157024,4901568,1.275,0.850,97.375,0,0,0,12.802,983451.595,890409.550,0,0,76574,155852,0.520,0.780,0.500
1671783158,5479164,778974820,2157024,4901572,1.277,0.826,97.345,0,0,0,16.028,812998.547,736605.860,0,0,76354,158012,0.480,0.760,0.500
1671783163,5456112,778997872,2157024,4901572,1.273,0.839,97.375,0,0,0,15.973,995889.777,897642.342,0,0,75352,155657,0.520,0.770,0.500
1671783168,5456888,778997096,2157024,4901572,1.205,0.773,97.367,0,0,0,16.071,970808.790,872121.087,0,0,74418,154214,0.480,0.750,0.500
1671783173,5462680,778991300,2157024,4901576,1.170,0.921,97.401,0,0,0,15.133,1000615.458,905810.091,0,0,76794,158436,0.440,0.740,0.500
1671783178,5460028,778993952,2157024,4901576,1.185,0.845,97.334,0,0,0,15.200,999512.405,900988.050,0,0,76066,157474,0.400,0.730,0.500
1671783183,5463696,778990284,2157024,4901576,1.243,0.827,97.465,0,0,0,15.234,994223.628,900690.627,0,0,75109,154925,0.370,0.720,0.490
1671783188,5462112,778991808,2157024,4901636,1.202,0.868,97.351,0,0,0,12.772,1015826.081,917326.769,0,0,77675,160088,0.340,0.700,0.490
1671783193,5461736,778992180,2157024,4901640,1.190,0.825,97.465,0,0,0,28.800,988773.400,893407.800,0,0,76244,155119,0.390,0.710,0.490
1671783198,5479656,778974260,2157024,4901640,2.315,0.855,96.262,0,0,0,20.799,978405.839,886767.952,0,0,75794,155814,0.360,0.700,0.490
1671783203,5452676,779001240,2157024,4901640,1.110,0.955,97.355,0,0,0,12.799,777956.591,711359.028,0,0,74862,154001,0.330,0.680,0.490
1671783208,5437348,779016568,2157024,4901640,1.290,0.775,97.416,0,0,0,14.400,971123.552,879631.165,0,0,75496,154830,0.390,0.690,0.490
1671783213,5443688,779010224,2157024,4901644,1.210,0.755,97.394,0,0,0,10.401,992991.926,901312.506,0,0,75604,158098,0.440,0.700,0.490
1671783218,5434188,779019720,2157024,4901648,1.140,0.825,97.314,0,0,0,18.398,990041.961,901035.339,0,0,75399,156917,0.480,0.700,0.500
1671783223,5443184,779010724,2157024,4901648,1.150,0.900,97.392,0,0,0,19.201,979036.291,889365.834,0,0,74838,152971,0.520,0.710,0.500
1671783228,5454476,778999432,2157024,4901648,1.158,0.837,97.401,0,0,0,12.032,984237.197,890337.561,0,0,75020,153636,0.560,0.710,0.500
1671783233,5461344,778992564,2157024,4901648,1.117,0.848,97.329,0,0,0,11.968,987343.784,896157.638,0,0,75641,156966,0.520,0.700,0.500
1671783238,5452156,779001744,2157024,4901656,1.190,0.740,97.388,0,0,0,16.002,1004658.633,918397.718,0,0,75952,157798,0.470,0.690,0.500
1671783243,5456524,778997376,2157024,4901656,1.241,0.904,97.431,0,0,0,16.075,797009.322,720446.176,0,0,74799,153917,0.440,0.680,0.490
1671783248,5466012,778987832,2157024,4901712,2.568,0.975,95.954,0,0,0,17.515,981988.595,883692.746,0,0,78603,160308,0.400,0.660,0.490
1671783253,5475388,778978456,2157024,4901712,1.250,0.940,97.378,0,0,0,28.801,1000262.607,907852.967,0,0,77656,156515,0.370,0.650,0.490
1671783258,5454164,778999676,2157024,4901716,1.265,0.965,97.341,0,0,0,18.400,1006299.257,908032.372,0,0,75781,157673,0.340,0.640,0.480
1671783263,5460996,778992840,2157024,4901720,1.047,0.782,97.426,0,0,0,17.639,1004013.479,913839.195,0,0,74917,156283,0.310,0.630,0.480
1671783268,5458776,778995060,2157024,4901720,1.103,0.828,97.455,0,0,0,15.171,977542.956,883362.827,0,0,73826,156096,0.290,0.620,0.480
1671783273,5448620,779005216,2157024,4901720,1.105,0.875,97.386,0,0,0,13.596,1004104.179,908492.233,0,0,75817,158302,0.420,0.640,0.490
1671783278,5454572,778999260,2157024,4901724,1.305,0.840,97.238,0,0,0,16.000,998610.432,901653.642,0,0,75231,156717,0.390,0.630,0.480
1671783283,5454764,778999060,2157028,4901728,1.205,0.945,97.332,0,0,0,15.200,1001782.028,911698.205,0,0,75574,157120,0.360,0.620,0.480
1671783288,5459088,778994732,2157028,4901732,1.305,0.875,97.379,0,0,0,19.200,793587.229,716180.265,0,0,75616,158223,0.490,0.640,0.490
1671783293,5461416,778992404,2157028,4901732,1.145,0.900,97.310,0,0,0,16.001,998055.299,904463.632,0,0,76730,156518,0.450,0.630,0.490
1671783298,5462636,778991184,2157028,4901732,1.215,0.845,97.335,0,0,0,12.799,979438.657,883022.213,0,0,74470,159565,0.500,0.640,0.490
1671783303,5483652,778970168,2157028,4901732,2.485,1.030,95.957,0,0,0,0,985639.191,892755.717,0,0,79827,160059,0.450,0.630,0.490
1671783308,5485828,778967908,2157028,4901816,1.220,0.830,97.388,0,0,0,14.401,988609.999,895106.108,0,0,76287,159107,0.420,0.620,0.480
1671783313,5474388,778979348,2157028,4901816,1.305,0.880,97.323,0,0,0,33.601,997507.117,909913.209,0,0,75904,156416,0.470,0.630,0.490
1671783318,5469964,778983768,2157028,4901820,1.080,0.880,97.403,0,0,0,18.400,991012.373,894237.031,0,0,74298,153295,0.430,0.610,0.480
1671783323,5455312,778998420,2157028,4901820,1.245,0.905,97.215,0,0,0,20.800,985251.979,891395.848,0,0,74818,156629,0.390,0.600,0.480
1671783328,5459644,778994084,2157028,4901824,1.305,0.810,97.335,0,0,0,15.200,805156.257,729319.191,0,0,76240,158324,0.360,0.590,0.480
1671783333,5458948,778994780,2157028,4901824,1.110,0.865,97.386,0,0,0,13.600,995581.537,904622.646,0,0,75023,157989,0.330,0.580,0.470
1671783338,5458652,778995072,2157028,4901828,1.231,0.814,97.413,0,0,0,14.470,1018257.995,915358.486,0,0,76854,157750,0.470,0.610,0.480
1671783343,5453944,778999780,2157028,4901828,1.285,0.865,97.345,0,0,0,18.400,1007130.829,913103.852,0,0,75353,155945,0.590,0.630,0.490
1671783348,5455248,778998472,2157028,4901832,1.234,0.846,97.381,0,0,0,14.331,986825.022,892040.495,0,0,75461,154705,0.620,0.640,0.490
1671783353,5450996,779002724,2157028,4901832,1.200,0.820,97.344,0,0,0,20.000,999355.807,905023.969,0,0,74902,155537,0.570,0.630,0.490
1671783358,5463672,778990048,2157028,4901832,2.445,0.815,96.237,0,0,0,12.799,982898.491,891215.286,0,0,74700,157241,0.690,0.650,0.500
1671783363,5462316,778991404,2157028,4901832,1.230,0.805,97.330,0,0,0,12.801,993992.270,893625.349,0,0,75485,156364,0.630,0.640,0.500
1671783368,5461996,778991660,2157028,4901896,1.140,0.840,97.311,0,0,0,12.000,1003725.034,906377.739,0,0,75496,157015,0.580,0.630,0.490
1671783373,5460100,778993556,2157028,4901896,1.255,0.835,97.349,0,0,0,27.200,794898.477,721697.204,0,0,75626,156151,0.530,0.620,0.490
1671783378,5453784,778999872,2157028,4901896,1.115,0.790,97.354,0,0,0,16.800,988189.487,890555.410,0,0,74527,153631,0.490,0.610,0.490
1671783383,5471284,778982372,2157028,4901896,1.800,0.920,96.501,0,0,0,16.799,987886.104,892605.068,0,0,74295,156585,0.450,0.600,0.480
1671783388,5467220,778986436,2157028,4901896,1.215,0.840,97.348,0,0,0,12.000,983290.462,890047.660,0,0,74361,155252,0.500,0.600,0.490
1671783393,5463936,778989716,2157028,4901900,1.000,0.725,97.374,0,0,0,12.000,1004164.775,905547.567,0,0,74971,159135,0.540,0.610,0.490
1671783398,5465052,778988596,2157028,4901904,1.175,0.925,97.377,0,0,0,14.400,1005618.507,903899.974,0,0,75855,158787,0.490,0.600,0.490
1671783403,5456764,778996884,2157028,4901904,1.110,0.770,97.421,0,0,0,16.801,989872.348,891278.198,0,0,75131,155923,0.450,0.590,0.480
1671783408,5454632,778999012,2157028,4901908,1.680,0.730,96.846,0,0,0,15.998,986532.263,902576.538,0,0,74985,163103,0.420,0.580,0.480
1671783413,5445188,779008456,2157028,4901908,1.215,0.845,97.441,0,0,0,16.001,793203.869,719404.568,0,0,74998,156603,0.380,0.570,0.480
