"pcp-dstat 5.3.6 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server6",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/180128a5b39e75d75dfa60b9833d3d478f0f05db/A4_dstat.csv 5",,,,"Date:","23 Dec 2022 08:02:08 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
1671782573,3513256,762530296,1936484,23227620,0.005,0.010,99.960,0,0,0,11.200,169.800,18.400,0,0,956,1855,0.040,0.050,0.190
1671782578,3512500,762531052,1936484,23227620,0.005,0.005,99.970,0,0,0,319.999,260.000,0,0,0,1044,2121,0.030,0.050,0.190
1671782583,3511240,762532312,1936484,23227620,0.005,0,99.945,0,0,0,16.000,132.000,27.600,0,0,979,1833,0.030,0.050,0.190
1671782588,3510432,762533068,1936484,23227672,0.025,0.015,99.939,0,0,0,1.600,145.599,18.400,0,0,1062,1956,0.030,0.050,0.190
1671782593,3509916,762533580,1936484,23227676,0.010,0.005,99.966,0,0,0,21.600,195.201,12.800,0,0,990,1838,0.020,0.050,0.180
1671782598,3509380,762534084,1936484,23227708,0.005,0.005,99.954,0,0,0,12.800,79878.969,2432.387,0,0,2038,2054,0.020,0.050,0.180
1671782603,3511084,762532376,1936484,23227712,0.005,0.005,99.955,0,0,0,24.000,344214.452,12886.862,0,0,3396,1885,0.020,0.050,0.180
1671782608,3510832,762532628,1936484,23227712,0.010,0,99.965,0,0,0,11.200,119.200,16.200,0,0,955,1920,0.020,0.050,0.180
1671782613,3514356,762527140,1936484,23229676,0.100,0.035,99.832,0,0,0,6.400,2267.733,2269.933,0,0,1236,3740,0.020,0.050,0.180
1671782618,3514104,762527392,1936484,23229676,0.015,0.005,99.964,0,0,0,404.018,578.826,192.809,0,0,1039,2012,0.020,0.050,0.180
1671782623,3513592,762527896,1936488,23229680,0.040,0.010,99.958,0,0,0,18.400,687.389,127.598,0,0,1073,2046,0.010,0.040,0.180
1671782628,3513088,762528400,1936488,23229680,0.030,0,99.940,0,0,0,16.000,3811.596,679.199,0,0,1093,2221,0.010,0.040,0.180
1671782633,3512268,762529156,1936488,23229744,0.010,0.005,99.945,0,0,0,24.800,16699.423,590.001,0,0,1106,2442,0.010,0.040,0.180
1671782638,3510860,762530424,1936488,23229884,0.020,0,99.960,0,0,0,16.000,22337.604,816.600,0,0,1205,2396,0.010,0.040,0.170
1671782643,3510412,762530676,1936488,23230076,0.005,0.010,99.965,0,0,0,32.000,44641.418,1588.401,0,0,1252,2515,0.010,0.040,0.170
1671782648,3509212,762531432,1936488,23230516,0.025,0.015,99.914,0,0,0,16.000,88181.941,2606.786,0,0,1595,3123,0.010,0.040,0.170
1671782653,3508700,762531936,1936488,23230524,0.010,0.005,99.966,0,0,0,36.000,256.603,49.000,0,0,1075,2131,0.010,0.040,0.170
1671782658,3508372,762531432,1936488,23231356,0.005,0.010,99.925,0,0,0,20.800,111698.865,3415.790,0,0,2099,4114,0.010,0.040,0.170
1671782663,3508192,762531612,1936488,23231356,0.005,0.005,99.965,0,0,0,17.600,64462.426,1976.401,0,0,978,1996,0.010,0.040,0.170
1671782668,3507692,762530604,1936488,23232864,0.010,0.015,99.910,0,0,0,12.800,232965.520,6990.992,0,0,2891,5498,0,0.040,0.170
1671782673,3507312,762530856,1936488,23232992,0.010,0.005,99.965,0.005,0,0,613.602,118828.709,3566.009,0,0,1145,2161,0,0.040,0.170
1671782678,3505548,762530664,1936488,23234948,0.030,0.025,99.900,0,0,0,13.600,423282.838,12696.577,0,0,3630,4874,0,0.030,0.170
1671782683,3506304,762528464,1936488,23236392,0.015,0.030,99.910,0,0,0,16.000,265826.094,8165.197,0,0,2975,4066,0,0.030,0.170
1671782688,3505196,762528836,1936488,23237128,0.030,0.010,99.910,0,0,0,15.200,171772.628,5250.595,0,0,2025,3406,0,0.030,0.160
1671782693,3507120,762524352,1936488,23239688,0.010,0.080,99.875,0,0,0,12.800,572605.542,17457.586,0,0,4423,5661,0,0.030,0.160
1671782698,3502220,762529100,1936488,23239824,0.285,0.100,99.608,0,0,0,18.400,44315.510,2968.127,0,0,2753,3542,0,0.030,0.160
1671782703,3500448,762530872,1936488,23239824,0.005,0.005,99.948,0,0,0,128.804,299.608,214.806,0,0,1151,1997,0,0.030,0.160
1671782708,3499356,762531880,1936488,23239908,0.030,0.020,99.934,0.005,0,0,1377.592,504.397,218.199,0,0,1122,2076,0,0.030,0.160
1671782713,3498344,762532888,1936488,23239912,0.020,0.010,99.945,0,0,0,40.000,353.802,30.400,0,0,1046,1918,0,0.030,0.160
1671782718,3497840,762533392,1936488,23239912,0,0,99.980,0,0,0,27.200,982.001,58.200,0,0,1061,2052,0,0.030,0.160
1671782723,3497588,762533644,1936488,23239912,0.005,0.005,99.955,0,0,0,13.600,711.000,122.200,0,0,1025,1890,0,0.030,0.160
1671782728,3497084,762534148,1936488,23239912,0.005,0.005,99.975,0,0,0,8.800,712.398,60.600,0,0,967,1926,0,0.030,0.160
1671782733,3496832,762534400,1936488,23239912,0.005,0,99.960,0,0,0,6.400,1339.401,88.000,0,0,985,1878,0,0.030,0.160
1671782738,3496576,762534652,1936488,23239916,0.005,0,99.965,0,0,0,12.000,1305.799,72.200,0,0,1021,2021,0,0.030,0.160
1671782743,3496072,762535156,1936488,23239916,0,0.005,99.970,0,0,0,10.400,2424.402,68.800,0,0,977,1898,0,0.030,0.150
1671782748,3495532,762535660,1936488,23239952,0.010,0.005,99.965,0,0,0,6.400,826.397,71.800,0,0,1033,1911,0,0.020,0.150
1671782753,3495028,762536164,1936488,23239952,0.005,0,99.975,0,0,0,16.000,334.402,159.601,0,0,964,1921,0,0.020,0.150
1671782758,3494772,762536416,1936488,23239956,0.010,0,99.965,0,0,0,12.800,6147.769,236.599,0,0,1046,1980,0,0.020,0.150
1671782763,3494268,762536920,1936488,23239956,0.005,0.010,99.971,0,0,0,11.200,225.601,12.800,0,0,985,1890,0,0.020,0.150
1671782768,3494184,762536948,1936488,23240012,0.015,0.010,99.945,0,0,0,12.000,6133.991,310.200,0,0,1104,1982,0,0.020,0.150
1671782773,3493196,762537936,1936488,23240012,0.015,0.005,99.945,0,0,0,12.000,248.400,14.000,0,0,1021,2046,0,0.020,0.150
1671782778,3492656,762538440,1936488,23240048,0.020,0,99.951,0,0,0,18.400,5920.837,289.002,0,0,1047,2031,0,0.020,0.150
1671782783,3491928,762539136,1936488,23240080,0.010,0.005,99.955,0,0,0,25.600,5951.404,364.600,0,0,1016,1921,0,0.020,0.150
1671782788,3491136,762539892,1936488,23240116,0.005,0,99.980,0.005,0,0,12.800,6463.001,440.600,0,0,1034,1942,0,0.020,0.150
1671782793,3490648,762539388,1936488,23241108,0.010,0.010,99.908,0,0,0,155.196,207836.737,6373.451,0,0,2809,3979,0,0.020,0.140
1671782798,3491316,762535616,1936488,23244212,0.025,0.020,99.863,0,0,0,16.000,597737.974,17688.579,0,0,4593,6508,0,0.020,0.140
1671782803,3493380,762530828,1936488,23246932,0.030,0.025,99.878,0,0,0,8.800,602191.326,17875.325,0,0,4563,6447,0,0.020,0.140
1671782808,3494940,762526544,1936488,23249656,0.020,0.050,99.873,0,0,0,10.400,604373.812,17961.355,0,0,4691,6376,0,0.020,0.140
1671782813,3496504,762522260,1936488,23252376,0.015,0.040,99.890,0,0,0,12.000,602722.723,17874.021,0,0,4572,6427,0,0.020,0.140
1671782818,3498036,762517988,1936488,23255100,0.035,0.035,99.890,0,0,0,14.400,604024.020,17919.890,0,0,4607,6498,0,0.020,0.140
1671782823,3512672,762501396,1936496,23257028,0.285,0.115,99.511,0.010,0,0,3159.874,457076.208,14878.808,0,0,5513,6820,0,0.020,0.140
1671782828,3510448,762503204,1936496,23257436,0.030,0.015,99.928,0,0,0,240.806,56923.514,2932.478,0,0,1811,2734,0,0.020,0.140
1671782833,3509420,762504228,1936496,23257440,0.010,0.005,99.945,0,0,0,37.600,466.802,156.001,0,0,1129,2093,0,0.020,0.140
1671782838,3517228,762496416,1936496,23257444,0.115,0.025,99.805,0,0,0,96.786,161.376,30.196,0,0,1346,3198,0,0.020,0.140
1671782843,4430644,761582836,1936496,23257608,9.870,0.695,89.341,0,0,0,204.003,3711.254,1437.821,0,0,11066,60938,0.080,0.030,0.140
1671782848,5481280,760532112,1936496,23257696,14.799,2.585,81.300,0,0,0,35.198,3624289.068,6745074.245,0,0,176807,930341,1.430,0.310,0.230
1671782853,5741312,760272080,1936496,23257696,11.782,5.556,79.104,0,0,0,28.805,13061595.038,24937337.371,0,0,447751,2484375,2.200,0.490,0.290
1671782858,5759444,760253900,1936496,23257744,8.391,3.205,86.255,0,0,0,24.003,7749357.478,14353015.126,0,0,272210,1467150,2.020,0.480,0.290
1671782863,5758648,760254640,1936496,23257800,2.265,1.505,94.773,0,0,0,43.199,1647959.266,1913878.333,0,0,122961,441940,1.940,0.490,0.290
1671782868,5768628,760244620,1936496,23257840,2.135,1.640,94.910,0,0,0,44.800,1669022.338,1945231.490,0,0,123089,443107,1.950,0.520,0.300
1671782873,5742020,760271176,1936496,23257892,2.175,1.675,94.980,0,0,0,50.400,1360816.285,1581393.558,0,0,124512,446621,1.870,0.530,0.300
1671782878,5761600,760251556,1936496,23257932,2.305,1.590,95.025,0,0,0,48.000,1639269.010,1916900.233,0,0,121837,435241,1.960,0.570,0.320
1671782883,5784904,760228196,1936496,23257988,2.069,1.640,95.074,0,0,0,43.988,1640221.148,1910242.486,0,0,122029,436968,1.970,0.590,0.330
1671782888,5793752,760219312,1936496,23258024,2.241,1.726,94.972,0.005,0,0,52.823,1707358.316,1991342.217,0,0,125231,449774,2.050,0.630,0.340
1671782893,5784356,760228600,1936496,23258132,2.240,1.760,95.112,0,0,0,63.195,1647564.028,1925431.153,0,0,121884,439810,1.880,0.620,0.340
1671782898,5796412,760216504,1936496,23258172,2.274,1.809,94.965,0,0,0,70.378,1691943.068,1974151.311,0,0,126155,452955,1.730,0.610,0.340
1671782903,5772468,760240404,1936496,23258212,2.261,1.791,95.049,0,0,0,47.220,1709704.844,1994335.251,0,0,125020,455855,1.830,0.650,0.350
1671782908,5781272,760231564,1936496,23258248,2.045,1.755,95.229,0,0,0,70.392,1687065.811,1969609.361,0,0,124088,448163,1.930,0.690,0.370
1671782913,5768104,760244680,1936496,23258300,2.129,1.550,95.263,0,0,0,47.986,1333369.056,1553723.238,0,0,123294,447484,1.850,0.690,0.370
1671782918,5770836,760241908,1936496,23258340,2.085,1.660,95.223,0,0,0,67.999,1681160.249,1961184.561,0,0,123872,452173,1.950,0.730,0.390
1671782923,5730548,760282144,1936496,23258392,2.165,1.735,95.056,0,0,0,50.401,1700161.742,1983054.159,0,0,125603,456214,1.790,0.720,0.380
1671782928,5763856,760248800,1936496,23258428,1.970,1.760,95.249,0,0,0,71.200,1699766.642,1985714.897,0,0,123137,448633,1.650,0.710,0.380
1671782933,5736404,760276192,1936496,23258488,2.160,1.605,95.246,0,0,0,49.601,1674590.086,1956829.534,0,0,122817,446192,1.590,0.710,0.380
1671782938,5708512,760304036,1936496,23258536,2.245,1.740,95.159,0,0,0,75.999,1714094.231,2002904.361,0,0,130018,452631,1.790,0.770,0.400
1671782943,5698792,760313708,1936496,23258584,1.935,1.600,95.259,0,0,0,59.205,1678980.187,1959820.144,0,0,123413,446958,1.800,0.790,0.410
1671782948,5684624,760327776,1936496,23258680,2.095,1.705,95.287,0,0,0,78.406,1686105.513,1966541.224,0,0,123634,449601,1.820,0.810,0.420
1671782953,5694076,760318280,1936496,23258724,2.045,1.650,95.238,0,0,0,67.995,1674776.127,1957031.414,0,0,123066,448431,1.910,0.850,0.440
1671782958,5706576,760305728,1936496,23258776,2.225,1.680,95.039,0,0,0,89.599,1351872.418,1580022.804,0,0,123114,446306,1.760,0.830,0.430
1671782963,5724912,760287360,1936496,23258808,2.296,1.595,94.958,0,0,0,53.613,1713677.940,1997576.819,0,0,124829,453289,1.700,0.830,0.440
1671782968,5724836,760287384,1936496,23258860,2.065,1.590,95.178,0,0,0,78.382,1665619.314,1949067.620,0,0,122987,445563,1.560,0.820,0.430
1671782973,5716628,760295540,1936496,23258908,1.985,1.600,95.171,0,0,0,60.001,1681751.290,1968108.328,0,0,121873,441215,1.600,0.840,0.440
1671782978,5736464,760275648,1936496,23258964,2.100,1.630,95.143,0,0,0,81.599,1664570.968,1945529.704,0,0,124623,448474,1.710,0.880,0.460
1671782983,5730188,760281900,1936496,23258988,2.230,1.765,95.015,0,0,0,55.200,1695737.105,1977836.920,0,0,128749,450866,1.650,0.880,0.460
1671782988,5737736,760274292,1936496,23259048,2.071,1.695,95.244,0,0,0,44.011,1693079.395,1974856.859,0,0,124167,448961,1.760,0.910,0.470
1671782993,5717108,760294888,1936496,23259080,2.190,1.675,95.241,0,0,0,56.800,1706431.817,1989759.910,0,0,124973,453579,1.860,0.950,0.490
1671782998,5709040,760302900,1936496,23259136,2.095,1.730,95.248,0,0,0,72.783,1703492.656,1991446.969,0,0,124549,454256,1.870,0.970,0.500
1671783003,5739540,760272360,1936496,23259176,2.150,1.755,95.297,0,0,0,60.801,1339011.956,1565363.733,0,0,123082,446189,1.800,0.970,0.500
1671783008,5732524,760279328,1936496,23259224,2.230,1.690,95.186,0,0,0,77.605,1722309.539,2004491.686,0,0,127016,462174,1.660,0.950,0.500
1671783013,5761092,760250636,1936496,23259344,2.015,1.635,95.424,0,0,0,83.195,1678680.315,1962964.918,0,0,121682,443566,1.600,0.950,0.500
1671783018,5700968,760310688,1936496,23259416,2.105,1.680,95.433,0,0,0,96.798,1658517.035,1936760.103,0,0,121550,439406,1.560,0.950,0.500
1671783023,5722608,760289016,1936496,23259448,2.040,1.665,95.352,0,0,0,55.201,1670178.004,1952449.249,0,0,124916,444477,1.510,0.950,0.500
1671783028,5736896,760274688,1936496,23259488,2.070,1.705,95.359,0,0,0,79.199,1700023.000,1985178.719,0,0,124348,451466,1.470,0.960,0.510
1671783033,5732524,760279008,1936496,23259540,2.165,1.650,95.381,0,0,0,58.400,1700099.481,1986456.086,0,0,122977,450546,1.350,0.940,0.500
1671783038,5749464,760262028,1936496,23259580,2.360,1.650,95.065,0,0,0,77.596,1726629.322,2013062.173,0,0,126814,462351,1.400,0.960,0.510
1671783043,5734880,760276556,1936496,23259636,2.305,1.715,95.278,0,0,0,52.002,1336101.950,1560532.528,0,0,123582,449943,1.290,0.940,0.510
1671783048,5723448,760287952,1936496,23259672,2.205,1.760,95.234,0,0,0,68.003,1695875.044,1980916.587,0,0,124982,452586,1.190,0.930,0.510
1671783053,5737380,760273968,1936496,23259724,2.335,1.695,95.090,0,0,0,53.597,1709232.890,1992097.654,0,0,125005,452241,1.250,0.940,0.520
1671783058,5726300,760285008,1936496,23259764,2.270,1.770,95.260,0,0,0,75.200,1703088.891,1988215.835,0,0,125172,455071,1.310,0.960,0.520
1671783063,5740056,760271192,1936496,23259824,2.220,1.645,95.362,0,0,0,53.601,1671678.965,1952490.469,0,0,122623,443767,1.450,1,0.540
1671783068,5731440,760279720,1936496,23259912,2.170,1.680,95.258,0,0,0,71.206,1693823.530,1979361.629,0,0,125739,456217,1.570,1.030,0.550
1671783073,5741708,760269396,1936496,23259964,2.240,1.685,95.247,0,0,0,64.795,1717931.442,2003071.547,0,0,125339,456557,1.530,1.030,0.550
1671783078,5735912,760275160,1936496,23259996,2.245,1.680,95.132,0,0,0,78.397,1733371.759,2016691.189,0,0,126899,459951,1.640,1.060,0.570
1671783083,5723680,760287332,1936496,23260056,2.170,1.715,95.199,0,0,0,52.002,1704968.294,1984728.604,0,0,126443,456912,1.510,1.040,0.560
1671783088,5735900,760275084,1936496,23260084,2.015,1.670,95.255,0.005,0,0,77.600,1366491.968,1592985.035,0,0,125165,455714,1.470,1.040,0.570
1671783093,5727300,760283620,1936496,23260148,2.125,1.695,95.276,0,0,0,45.600,1715261.208,1998473.987,0,0,125165,457797,1.510,1.060,0.570
1671783098,5720752,760290132,1936496,23260184,2.170,1.715,95.309,0,0,0,52.799,1718084.963,2004794.153,0,0,125543,455901,1.550,1.070,0.580
1671783103,5714148,760296672,1936496,23260248,2.180,1.695,95.333,0,0,0,57.602,1692957.312,1968852.878,0,0,123898,447595,1.510,1.070,0.580
1671783108,5737496,760273272,1936496,23260296,2.195,1.765,95.390,0,0,0,73.600,1671494.586,1947655.157,0,0,126280,446565,1.470,1.070,0.590
1671783113,5716328,760294392,1936496,23260344,2.130,1.650,95.304,0,0,0,54.400,1710433.885,1999009.007,0,0,127323,457365,1.510,1.090,0.590
1671783118,5717280,760293400,1936496,23260384,2.105,1.750,95.356,0.005,0,0,71.201,1699696.578,1988463.515,0,0,124042,452131,1.470,1.090,0.600
1671783123,5719220,760291412,1936496,23260432,2.140,1.770,95.350,0,0,0,68.000,1703128.216,1984993.621,0,0,124979,452713,1.430,1.080,0.600
1671783128,5719624,760290916,1936500,23260520,2.080,1.800,95.335,0,0,0,80.004,1368855.085,1589196.367,0,0,125263,455356,1.480,1.100,0.610
1671783133,5720092,760290384,1936500,23260580,1.990,1.585,95.386,0,0,0,88.797,1711669.045,1995102.791,0,0,124764,456686,1.440,1.100,0.610
1671783138,5724828,760285596,1936500,23260632,2.235,1.670,95.209,0,0,0,56.800,1717782.627,2002475.379,0,0,125734,459495,1.640,1.150,0.630
1671783143,5726300,760284108,1936500,23260648,2.165,1.745,95.345,0,0,0,64.003,1697303.041,1978889.915,0,0,124616,449819,1.590,1.140,0.630
1671783148,5714192,760296160,1936500,23260704,2.005,1.695,95.484,0,0,0,56.002,1708073.190,1994784.000,0,0,124277,454600,1.790,1.190,0.650
1671783153,5683940,760326372,1936500,23260740,2.065,1.750,95.400,0,0,0,64.800,1690171.606,1974945.065,0,0,130437,460664,1.800,1.210,0.660
1671783158,5688888,760321360,1936504,23260800,2.020,1.725,95.440,0,0,0,59.200,1729297.567,2018144.429,0,0,126760,463109,1.740,1.200,0.660
1671783163,5692108,760318096,1936504,23260840,2.095,1.810,95.324,0,0,0,67.200,1727118.783,2013298.323,0,0,127349,462818,1.760,1.220,0.670
1671783168,5708412,760301744,1936504,23260888,2.175,1.760,95.386,0,0,0,55.200,1673678.789,1951087.409,0,0,123774,446883,1.780,1.230,0.670
1671783173,5698532,760311576,1936504,23260936,2.125,1.855,95.304,0,0,0,72.800,1382427.382,1612302.649,0,0,127146,461862,1.800,1.240,0.680
1671783178,5714100,760295952,1936504,23260988,2.080,1.685,95.405,0,0,0,56.000,1724986.570,2013672.071,0,0,125891,459031,1.810,1.250,0.690
1671783183,5711772,760298232,1936516,23261024,1.880,1.770,95.430,0,0,0,58.400,1718967.481,2003273.197,0,0,126227,456713,1.670,1.230,0.680
1671783188,5704884,760304988,1936516,23261152,2.070,1.695,95.364,0,0,0,52.800,1745394.393,2033488.085,0,0,127722,467952,1.700,1.250,0.690
1671783193,5720948,760288888,1936516,23261188,2.110,1.855,95.379,0,0,0,95.199,1724057.339,2007130.334,0,0,126507,461074,1.640,1.240,0.690
1671783198,5716100,760293676,1936516,23261244,2.050,1.760,95.337,0,0,0,39.201,1701661.086,1981429.107,0,0,128113,450862,1.590,1.240,0.690
1671783203,5717620,760292120,1936516,23261280,2.220,1.625,95.342,0,0,0,47.994,1691758.488,1967379.106,0,0,124891,452304,1.540,1.230,0.700
1671783208,5722624,760287080,1936516,23261316,2.165,1.700,95.369,0,0,0,43.204,1697953.958,1982585.279,0,0,124948,453102,1.420,1.210,0.690
1671783213,5726592,760283068,1936516,23261360,2.290,1.795,95.112,0,0,0,66.398,1365170.095,1589893.769,0,0,126048,455204,1.300,1.190,0.690
1671783218,5731048,760278560,1936516,23261412,2.045,1.670,95.344,0,0,0,44.800,1715234.475,1997184.430,0,0,125922,455904,1.360,1.210,0.700
1671783223,5708188,760301380,1936516,23261448,2.220,1.615,95.325,0,0,0,68.000,1694709.806,1971726.926,0,0,124768,452723,1.330,1.200,0.700
1671783228,5708620,760300880,1936516,23261516,2.110,1.685,95.349,0,0,0,48.802,1705700.770,1987247.331,0,0,124834,451707,1.460,1.230,0.710
1671783233,5707076,760302392,1936516,23261548,2.080,1.730,95.284,0,0,0,72.799,1718651.757,2003946.161,0,0,126958,462030,1.590,1.260,0.720
1671783238,5705628,760303784,1936516,23261600,2.130,1.755,95.346,0,0,0,43.201,1735074.156,2021232.876,0,0,127627,462357,1.620,1.280,0.730
1671783243,5705076,760304296,1936516,23261640,2.275,1.700,95.234,0,0,0,68.010,1716670.977,2006377.332,0,0,126603,459094,1.650,1.290,0.740
1671783248,5705016,760304300,1936516,23261696,2.195,1.560,95.367,0,0,0,48.793,1711988.678,1996511.666,0,0,124812,455908,1.840,1.330,0.760
1671783253,5703316,760305904,1936516,23261792,2.215,1.625,95.322,0,0,0,96.797,1730222.176,2017059.346,0,0,127140,463042,1.770,1.330,0.760
1671783258,5701348,760307816,1936516,23261844,2.015,1.590,95.350,0.005,0,0,48.800,1379141.337,1604991.015,0,0,126202,460626,1.950,1.370,0.770
1671783263,5698736,760310368,1936516,23261904,2.120,1.670,95.264,0,0,0,64.813,1742246.216,2029995.133,0,0,126568,461231,1.960,1.380,0.780
1671783268,5702464,760306616,1936516,23261928,2.079,1.640,95.386,0,0,0,54.386,1693625.855,1974385.409,0,0,124179,451104,1.960,1.390,0.790
1671783273,5702328,760306692,1936516,23261988,2.040,1.600,95.321,0,0,0,72.001,1726955.360,2012614.359,0,0,126457,460293,1.960,1.400,0.790
1671783278,5702556,760306416,1936516,23262036,2.060,1.590,95.342,0,0,0,52.012,1718734.428,2003843.088,0,0,126461,455908,1.810,1.380,0.790
1671783283,5701472,760307468,1936516,23262068,2.105,1.750,95.307,0,0,0,70.383,1729075.717,2014451.969,0,0,130449,457536,1.740,1.370,0.790
1671783288,5702684,760306208,1936516,23262112,2.135,1.560,95.302,0,0,0,45.601,1704747.859,1990022.392,0,0,124031,452476,1.680,1.370,0.790
1671783293,5702348,760306488,1936516,23262164,2.315,1.690,95.109,0,0,0,69.599,1715220.991,2005539.146,0,0,125873,457015,1.630,1.360,0.790
1671783298,5703564,760305236,1936516,23262200,2.025,1.580,95.297,0,0,0,45.611,1339536.448,1567323.413,0,0,124547,450666,1.580,1.350,0.800
1671783303,5703976,760304760,1936516,23262264,2.094,1.620,95.277,0,0,0,64.785,1711765.946,2002911.504,0,0,124880,451297,1.450,1.330,0.790
1671783308,5687644,760320968,1936516,23262384,2.115,1.685,95.131,0,0,0,52.804,1694443.761,1982347.596,0,0,125503,457784,1.410,1.330,0.790
1671783313,5686952,760321604,1936516,23262436,1.985,1.650,95.180,0,0,0,107.983,1731950.366,2022678.799,0,0,125933,459273,1.540,1.350,0.810
1671783318,5687416,760321100,1936516,23262476,2.235,1.685,95.275,0.005,0,0,45.605,1724478.415,2013634.234,0,0,125568,456086,1.500,1.350,0.810
1671783323,5687336,760321128,1936516,23262528,2.160,1.835,95.090,0,0,0,67.996,1705999.040,1992778.409,0,0,127042,455530,1.700,1.390,0.820
1671783328,5684268,760324152,1936516,23262572,1.980,1.670,95.287,0,0,0,52.004,1733417.540,2027219.469,0,0,127423,458124,1.560,1.370,0.820
1671783333,5686936,760321428,1936516,23262624,2.055,1.665,95.201,0.005,0,0,67.200,1730139.835,2022428.130,0,0,126017,462143,1.600,1.380,0.830
1671783338,5686396,760321932,1936516,23262660,2.110,1.600,95.258,0,0,0,46.399,1734139.451,2025211.721,0,0,126064,461128,1.710,1.410,0.840
1671783343,5685296,760322968,1936516,23262724,2.095,1.630,95.261,0,0,0,76.801,1382998.264,1611436.491,0,0,124861,458565,1.650,1.400,0.840
1671783348,5684100,760324124,1936516,23262764,2.030,1.610,95.250,0,0,0,44.800,1719775.880,2011743.988,0,0,124597,454318,1.520,1.380,0.830
1671783353,5686028,760322136,1936516,23262824,2.075,1.715,95.219,0,0,0,67.199,1718634.101,2006767.135,0,0,126613,461974,1.400,1.350,0.830
1671783358,5682560,760325572,1936516,23262856,2.085,1.650,95.295,0,0,0,50.400,1703243.244,1985453.183,0,0,123710,450811,1.290,1.330,0.820
1671783363,5680704,760327360,1936516,23262916,2.090,1.725,95.214,0,0,0,66.399,1718253.888,2007146.501,0,0,125950,460315,1.180,1.310,0.820
1671783368,5677412,760330624,1936516,23262944,2.140,1.660,95.181,0,0,0,46.403,1723056.131,2010923.497,0,0,128125,461301,1.170,1.300,0.820
1671783373,5676544,760331384,1936516,23263052,2.080,1.695,95.189,0,0,0,83.994,1716783.549,2006718.155,0,0,125449,458279,1.070,1.280,0.820
1671783378,5676504,760331388,1936516,23263088,2.085,1.625,95.247,0,0,0,48.801,1722452.749,2008097.777,0,0,125563,458520,0.990,1.260,0.810
1671783383,5674672,760333152,1936516,23263156,1.965,1.595,95.382,0,0,0,68.001,1376409.730,1605204.472,0,0,122670,451993,0.990,1.250,0.810
1671783388,5651452,760356352,1936516,23263176,2.045,1.790,95.238,0,0,0,49.599,1696605.158,1982352.900,0,0,125439,458499,1.070,1.270,0.820
1671783393,5653160,760354588,1936516,23263228,2.180,1.710,95.226,0,0,0,66.397,1730937.178,2020958.745,0,0,126522,460797,1.060,1.260,0.820
1671783398,5650336,760357360,1936516,23263280,2.315,1.650,94.992,0,0,0,37.601,1749001.425,2044340.291,0,0,128022,469280,1.060,1.260,0.820
1671783403,5648964,760358684,1936516,23263328,2.110,1.655,95.277,0,0,0,67.198,1712298.368,1999773.606,0,0,124617,455193,1.050,1.250,0.820
1671783408,5645392,760362212,1936516,23263372,2.070,1.690,95.276,0,0,0,50.400,1725844.933,2011279.302,0,0,125738,461525,1.130,1.270,0.830
