"pcp-dstat 5.3.6 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server7",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator/workers/9e09cbb246cb918bf366a4b339f78c20ef570c1c/A1_dstat.csv 5",,,,"Date:","23 Dec 2022 08:23:43 UTC"
"epoch","memory usage",,,,"total usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
1671783888,3635572,777311348,2265964,8122040,0.025,0.015,99.936,0,0,0,23.200,181909.782,5252.828,0,0,2703,4058,0.040,0.180,0.320
1671783893,3634740,777311120,2265964,8123100,0.010,0.015,99.919,0,0,0,20.800,220067.771,6407.753,0,0,2452,3756,0.040,0.180,0.320
1671783898,3633436,777312200,2265964,8123324,0.005,0.005,99.956,0,0,0,10.400,126269.583,3902.024,0,0,1491,2574,0.030,0.180,0.320
1671783903,3632244,777312048,2265964,8124668,0.020,0.040,99.905,0,0,0,1004.795,297178.433,9319.757,0,0,2909,4468,0.030,0.170,0.320
1671783908,3633480,777310396,2265964,8125084,0.100,0.205,99.640,0,0,0,15.198,61495.029,10308.732,0,0,3761,6557,0.030,0.170,0.310
1671783913,3631780,777311004,2265964,8126176,0.030,0.015,99.920,0,0,0,66.407,268464.589,13055.371,0,0,2772,4144,0.110,0.180,0.320
1671783918,3630148,777312556,2265964,8126256,0.050,0.045,99.867,0,0,0,15.200,310.392,16.400,0,0,1749,2975,0.100,0.180,0.320
1671783923,3628792,777311864,2265964,8128304,0.045,0.025,99.877,0,0,0,568.014,348454.693,10332.046,0,0,3921,5860,0.090,0.180,0.310
1671783928,3627496,777313160,2265964,8128304,0.005,0,99.971,0,0,0,39.200,93551.786,2881.624,0,0,1099,2085,0.080,0.170,0.310
1671783933,3626736,777313916,2265964,8128308,0.005,0,99.969,0,0,0,10.400,227.599,49.000,0,0,1035,2107,0.080,0.170,0.310
1671783938,3628580,777310088,2265964,8130292,0.025,0.030,99.905,0,0,0,8.800,422693.144,12845.259,0,0,3876,5308,0.070,0.170,0.310
1671783943,3627820,777310844,2265964,8130296,0.025,0.015,99.955,0,0,0,12.800,8217.790,283.800,0,0,1117,2198,0.060,0.160,0.310
1671783948,3627092,777311572,2265964,8130296,0.005,0.005,99.970,0,0,0,9.600,334.201,59.600,0,0,1052,2068,0.060,0.160,0.300
1671783953,3625360,777313148,2265964,8130452,0.020,0,99.919,0.005,0,0,783.195,29942.196,950.194,0,0,1345,2570,0.050,0.160,0.300
1671783958,3624348,777314156,2265964,8130456,0.005,0.010,99.971,0,0,0,10.400,705.805,168.801,0,0,1065,2073,0.050,0.160,0.300
1671783963,3624968,777312860,2265964,8131132,0.180,0.085,99.667,0,0,0,27.996,116416.685,5959.247,0,0,3329,4723,0.040,0.150,0.300
1671783968,3622824,777313628,2265964,8132508,0.020,0.010,99.922,0,0,0,338.442,242561.575,6886.657,0,0,2931,5491,0.040,0.150,0.300
1671783973,3622056,777314136,2265964,8132768,0.025,0.015,99.935,0,0,0,12.800,111060.245,3551.989,0,0,1405,2785,0.040,0.150,0.290
1671783978,3620120,777314960,2265964,8133880,0.030,0.025,99.910,0,0,0,472.000,348229.321,11091.991,0,0,3128,4558,0.030,0.140,0.290
1671783983,3620288,777314792,2265964,8133880,0.010,0.005,99.945,0,0,0,11.200,17780.389,1046.199,0,0,1542,2050,0.030,0.140,0.290
1671783988,3620680,777313280,2265964,8135000,0.020,0.010,99.936,0,0,0,7.200,251368.158,11011.268,0,0,2746,2220,0.030,0.140,0.290
1671783993,3619784,777313308,2265964,8135868,0.035,0,99.935,0,0,0,9.600,316084.536,19963.320,0,0,3508,2911,0.030,0.140,0.290
1671783998,3618704,777314388,2265964,8135868,0.005,0.005,99.970,0,0,0,21.600,157852.789,5230.826,0,0,1930,2040,0.020,0.130,0.290
1671784003,3618196,777313420,2265964,8137344,0.010,0.030,99.915,0,0,0,12.800,187828.261,5721.771,0,0,2235,4414,0.020,0.130,0.280
1671784008,3617720,777313192,2265964,8138048,0.010,0.010,99.931,0,0,0,24.000,49657.668,1744.409,0,0,1935,3761,0.020,0.130,0.280
1671784013,3616952,777313704,2265964,8138304,0.015,0.010,99.954,0,0,0,0,147654.501,4110.164,0,0,1325,2628,0.020,0.130,0.280
1671784018,3615944,777314712,2265964,8138304,0.010,0,99.951,0,0,0,892.808,174.602,29.200,0,0,1031,2072,0.020,0.120,0.280
1671784023,3614696,777314996,2265964,8139268,0.030,0.030,99.915,0,0,0,8.000,216300.405,6411.771,0,0,2520,4837,0.010,0.120,0.280
1671784028,3613452,777315760,2265964,8139748,0.010,0.015,99.950,0,0,0,13.600,56286.470,1926.409,0,0,1706,3317,0.010,0.120,0.270
1671784033,3612644,777315540,2265964,8140776,0.040,0.025,99.909,0,0,0,13.600,271672.516,7886.151,0,0,2440,4686,0.010,0.120,0.270
1671784038,3610652,777315848,2265964,8142460,0.030,0.030,99.890,0,0,0,12.800,317006.473,9532.996,0,0,3329,4816,0.010,0.120,0.270
1671784043,3609228,777317108,2265964,8142624,0.015,0.010,99.950,0,0,0,8.800,55627.489,1726.203,0,0,1283,2360,0.010,0.110,0.270
1671784048,3611656,777314520,2265964,8142784,0.010,0,99.945,0,0,0,12.800,416434.799,16440.479,0,0,4373,2406,0.010,0.110,0.270
1671784053,3614096,777310096,2265964,8144768,0.035,0.020,99.909,0,0,0,885.592,56965.287,4189.362,0,0,1527,2566,0.010,0.110,0.270
1671784058,3614528,777308128,2265964,8146304,0.025,0.020,99.920,0,0,0,11.200,335479.210,10080.048,0,0,3168,4641,0.010,0.110,0.260
1671784063,3615324,777305376,2265964,8148260,0.030,0.045,99.890,0,0,0,15.200,422879.662,12586.590,0,0,3607,6282,0.010,0.110,0.260
1671784068,3613348,777305920,2265964,8149692,0.025,0.035,99.900,0.005,0,0,1408.807,305793.668,9385.245,0,0,3231,5681,0,0.100,0.260
1671784073,3614852,777304408,2265964,8149692,0.025,0.020,99.929,0,0,0,21.600,430.397,176.599,0,0,1464,2443,0,0.100,0.260
1671784078,3613340,777305920,2265964,8149692,0.020,0.010,99.951,0,0,0,118.401,750.807,657.206,0,0,1136,2210,0,0.100,0.260
1671784083,3611316,777307944,2265964,8149692,0.005,0.005,99.969,0.005,0,0,8.800,311.197,66.999,0,0,1019,2078,0,0.100,0.260
1671784088,3611316,777307944,2265964,8149692,0.010,0,99.961,0,0,0,8.800,217.402,89.201,0,0,1096,2146,0,0.100,0.260
1671784093,3631008,777287844,2265964,8150100,0.190,0.070,99.677,0,0,0,3.200,86206.921,3550.952,0,0,2800,4059,0,0.090,0.250
1671784098,3629888,777288912,2265964,8150152,0.020,0.020,99.946,0,0,0,236.026,1961.419,340.638,0,0,1286,2278,0,0.090,0.250
1671784103,3629120,777289676,2265964,8150156,0.005,0.010,99.960,0,0,0,15.200,268.801,43.000,0,0,1050,2064,0,0.090,0.250
1671784108,3627860,777290936,2265964,8150156,0.005,0,99.971,0,0,0,12.000,182.401,14.000,0,0,1178,2158,0,0.090,0.250
1671784113,3626852,777291944,2265964,8150156,0.010,0.010,99.965,0,0,0,7.200,367.198,30.200,0,0,1058,2056,0,0.090,0.250
1671784118,3626600,777292196,2265964,8150156,0.015,0,99.966,0,0,0,8.000,119.201,0,0,0,1033,2043,0,0.080,0.250
1671784123,3626204,777292584,2265964,8150164,0.010,0.005,99.964,0,0,0,4.800,238.198,30.200,0,0,1040,2074,0,0.080,0.250
1671784128,3625196,777293592,2265964,8150164,0.010,0,99.966,0,0,0,22.400,286.002,28.000,0,0,1165,2274,0,0.080,0.240
1671784133,3883816,777034856,2265964,8150280,2.017,0.210,97.656,0,0,0,104.882,2207.926,126.099,0,0,3889,21819,0,0.080,0.240
1671784138,3975776,776942892,2265964,8150284,2.495,0.115,97.419,0,0,0,46.395,1317.248,1152.067,0,0,4661,23693,0,0.080,0.240
1671784143,3971468,776947184,2265964,8150300,0.305,0.035,99.641,0,0,0,23.981,1641.701,733.819,0,0,2087,6897,0,0.080,0.240
1671784148,3990648,776928004,2265964,8150300,1.765,0.235,97.875,0,0,0,19.200,48715.795,296440.955,0,0,10289,52052,0,0.080,0.240
1671784153,3971932,776946716,2265964,8150304,0.105,0.035,99.810,0,0,0,17.601,1448.470,828.840,0,0,2242,7296,0,0.070,0.240
1671784158,4592788,776325804,2265964,8150360,16.626,5.474,75.014,0,0,0,13.609,18581826.529,15986901.015,0,0,230426,1566739,0.960,0.270,0.300
1671784163,4760992,776157592,2265964,8150368,14.530,6.240,76.066,0,0,0,34.400,25668779.694,22017102.422,0,0,226237,1737754,1.440,0.380,0.340
1671784168,4935220,775983364,2265964,8150368,7.865,2.115,89.190,0,0,0,16.001,4526083.702,4002730.368,0,0,123011,488578,2.290,0.580,0.400
1671784173,4943412,775975172,2265964,8150368,3.645,1.890,93.281,0,0,0,12.799,2375676.422,2178096.520,0,0,135029,444580,2.190,0.580,0.400
1671784178,4971764,775946820,2265964,8150368,3.545,1.905,93.559,0.005,0,0,12.001,1871160.351,1724175.078,0,0,135698,433123,2.250,0.630,0.420
1671784183,5009456,775909120,2265964,8150376,3.692,2.168,93.067,0,0,0,11.991,2316291.521,2131284.663,0,0,134864,432738,2.150,0.630,0.420
1671784188,4959652,775958924,2265964,8150376,3.748,2.132,92.873,0,0,0,31.225,2353365.323,2162702.442,0,0,135090,433872,2.380,0.700,0.440
1671784193,4974380,775944196,2265964,8150376,3.535,1.890,93.624,0,0,0,16.800,2366935.377,2180708.323,0,0,139406,443422,2.270,0.710,0.450
1671784198,5022232,775896344,2265964,8150376,4.051,1.993,92.901,0,0,0,11.989,2290359.405,2118007.907,0,0,134556,432341,2.170,0.710,0.450
1671784203,5026640,775891936,2265964,8150376,4.115,1.745,93.016,0,0,0,12.001,2354816.262,2165077.118,0,0,133931,438406,2.150,0.740,0.460
1671784208,5036580,775881996,2265964,8150376,4.203,1.912,92.800,0,0,0,12.010,2383627.939,2198739.379,0,0,135735,442537,2.380,0.810,0.480
1671784213,5030520,775888016,2265964,8150384,3.245,1.870,93.614,0,0,0,16.800,2394309.553,2214565.254,0,0,136089,443363,2.350,0.830,0.490
1671784218,5034892,775883564,2265964,8150464,4.060,1.725,93.033,0,0,0,13.600,1878014.523,1725412.378,0,0,135494,433726,2.480,0.880,0.510
1671784223,5030960,775887496,2265964,8150464,4.055,1.740,93.088,0,0,0,0,2377211.697,2183399.379,0,0,135241,439894,2.280,0.870,0.510
1671784228,5037012,775881444,2265964,8150464,3.245,1.945,93.591,0,0,0,19.999,2422987.011,2227706.593,0,0,137065,447099,2.340,0.900,0.520
1671784233,5021324,775897128,2265964,8150468,4.330,2.085,92.371,0,0,0,9.600,2355126.914,2176235.338,0,0,142520,430954,2.390,0.940,0.540
1671784238,5029940,775888512,2265964,8150468,3.327,1.928,93.665,0,0,0,15.188,2391296.111,2202025.933,0,0,140652,451936,2.520,0.990,0.560
1671784243,5032284,775886164,2265964,8150472,4.076,1.835,92.821,0,0,0,10.402,2378699.927,2185815.741,0,0,135155,442554,2.400,0.990,0.560
1671784248,5012880,775905568,2265964,8150472,3.297,1.836,93.674,0,0,0,33.621,2420693.720,2223211.516,0,0,135747,442802,2.210,0.970,0.550
1671784253,5030332,775888112,2265964,8150476,3.325,2.020,93.581,0,0,0,18.400,2358477.924,2162449.235,0,0,133558,435257,2.270,1,0.570
1671784258,5023688,775894756,2265964,8150476,4.345,2.040,92.343,0,0,0,16.000,2430726.927,2243650.381,0,0,140572,451571,2.570,1.090,0.600
1671784263,4997836,775920604,2265964,8150480,3.400,1.920,93.616,0,0,0,18.400,1897973.678,1747218.819,0,0,134988,440564,2.690,1.140,0.620
1671784268,5012148,775906292,2265964,8150480,4.561,1.804,92.472,0,0,0,15.188,2432186.987,2235289.510,0,0,135845,441983,2.550,1.130,0.620
1671784273,5002860,775915576,2265964,8150484,3.413,1.816,93.617,0,0,0,10.408,2389217.176,2193630.631,0,0,136081,443497,2.350,1.120,0.610
1671784278,5007028,775911352,2265964,8150540,3.160,1.885,93.733,0,0,0,17.601,2399514.143,2202172.755,0,0,135352,440490,2.320,1.130,0.620
1671784283,5016860,775901520,2265964,8150540,4.585,2.040,92.317,0,0,0,11.999,2370699.237,2183323.101,0,0,145576,446380,2.210,1.130,0.620
1671784288,5016324,775902056,2265964,8150540,3.440,1.925,93.560,0,0,0,12.001,2438064.320,2254490.710,0,0,137218,448584,2.280,1.160,0.640
1671784293,5002432,775915940,2265964,8150548,3.258,1.869,93.730,0,0,0,15.193,2430341.831,2219448.250,0,0,136465,442960,2.090,1.140,0.630
1671784298,5030444,775887928,2265964,8150548,4.727,1.826,92.314,0,0,0,15.207,2373097.110,2187015.480,0,0,135191,437056,2.010,1.140,0.640
1671784303,5037308,775881064,2265964,8150548,3.420,1.800,93.660,0,0,0,12.799,2437310.523,2237717.621,0,0,137832,444635,2,1.150,0.640
1671784308,5052488,775865884,2265964,8150548,3.260,1.985,93.515,0,0,0,11.201,1952100.824,1797399.751,0,0,137741,445256,2,1.170,0.650
1671784313,5050352,775868012,2265964,8150556,3.255,1.835,93.687,0,0,0,23.200,2379378.719,2197647.630,0,0,132700,430473,2.400,1.260,0.690
1671784318,5065052,775853312,2265964,8150556,4.606,2.103,92.061,0,0,0,16.787,2355334.506,2162923.466,0,0,138656,437823,4.450,1.710,0.830
1671784323,5064628,775853736,2265964,8150556,3.328,1.932,93.674,0,0,0,15.212,2428924.649,2238639.123,0,0,137469,449365,4.260,1.710,0.840
1671784328,5037608,775880756,2265964,8150556,3.290,1.830,93.645,0,0,0,12.000,2433558.908,2239018.452,0,0,138732,448644,3.920,1.680,0.830
1671784333,5026088,775892276,2265964,8150556,3.500,1.730,93.538,0,0,0,9.600,2366483.258,2185832.866,0,0,132635,432779,3.600,1.660,0.830
1671784338,5022160,775896152,2265964,8150608,4.420,1.815,92.444,0,0,0,12.001,2383277.494,2210539.390,0,0,136957,447861,3.630,1.690,0.850
1671784343,5020688,775897616,2265964,8150616,3.364,1.915,93.524,0,0,0,16.797,2447314.562,2244149.479,0,0,137728,449043,3.660,1.730,0.860
1671784348,5005528,775912776,2265964,8150616,3.275,1.790,93.643,0,0,0,15.202,1949800.001,1788822.917,0,0,137532,444761,3.530,1.740,0.870
1671784353,5019060,775899244,2265964,8150616,3.240,1.975,93.697,0,0,0,16.800,2396341.202,2201279.267,0,0,135906,443717,3.490,1.760,0.880
1671784358,5003368,775914936,2265964,8150616,3.305,1.965,93.644,0,0,0,11.200,2413736.697,2233073.976,0,0,136058,439035,3.290,1.750,0.880
1671784363,5032000,775886268,2265964,8150620,4.621,2.063,92.110,0,0,0,11.191,2343161.913,2159503.929,0,0,135431,434355,3.100,1.730,0.880
1671784368,5041516,775876752,2265964,8150620,3.203,1.882,93.640,0,0,0,27.222,2429442.817,2241148.614,0,0,140738,443226,3.100,1.750,0.890
1671784373,5036296,775881968,2265964,8150624,3.240,1.905,93.565,0,0,0,19.200,2443640.492,2257813.523,0,0,137915,447275,2.930,1.740,0.900
1671784378,5057020,775861244,2265964,8150624,3.310,1.890,93.547,0,0,0,14.400,2457354.056,2264133.230,0,0,137613,448168,3.250,1.830,0.930
1671784383,5048224,775870036,2265964,8150628,3.390,1.875,93.615,0,0,0,17.600,2437569.937,2251603.044,0,0,138466,447494,3.150,1.830,0.930
1671784388,5071780,775846480,2265964,8150628,5.030,1.920,92.024,0,0,0,14.400,2361535.597,2181948.290,0,0,134255,435682,2.900,1.800,0.930
1671784393,5080152,775838104,2265964,8150632,3.292,1.874,93.758,0,0,0,12.790,1967488.858,1815366.771,0,0,137970,450492,2.910,1.820,0.940
1671784398,5080112,775838088,2265964,8150688,3.358,1.861,93.632,0,0,0,16.012,2434777.187,2238401.406,0,0,136393,441451,2.840,1.830,0.950
1671784403,5079076,775839120,2265964,8150692,3.385,1.830,93.604,0,0,0,15.200,2406153.995,2220695.554,0,0,137513,447802,2.850,1.840,0.960
1671784408,5059332,775858864,2265964,8150692,3.270,1.800,93.615,0,0,0,12.800,2386192.095,2191720.545,0,0,136237,441231,2.860,1.860,0.970
1671784413,5061980,775856216,2265964,8150692,3.244,1.765,93.685,0,0,0,15.997,2425617.033,2238034.571,0,0,138827,448004,2.790,1.870,0.970
1671784418,5083392,775834804,2265964,8150692,3.231,1.695,93.833,0,0,0,11.202,2412706.497,2215318.954,0,0,134634,437062,3.050,1.940,1
1671784423,5150380,775767808,2265964,8150700,4.975,1.950,91.913,0,0,0,16.000,2332640.684,2153659.866,0,0,136486,442461,2.960,1.940,1.010
1671784428,5164760,775753424,2265964,8150704,3.274,1.930,93.624,0,0,0,29.595,2408860.985,2228799.772,0,0,137390,444941,2.810,1.920,1.010
1671784433,5144148,775774036,2265964,8150704,3.236,1.905,93.629,0,0,0,13.603,1929784.659,1768039.483,0,0,136994,441115,2.900,1.960,1.020
1671784438,5136668,775781516,2265964,8150704,3.190,1.920,93.651,0,0,0,0,2423680.615,2241159.788,0,0,138628,446874,2.910,1.970,1.030
1671784443,5154744,775763440,2265964,8150704,3.272,1.924,93.523,0,0,0,8.793,2434038.481,2244698.106,0,0,137272,443885,2.840,1.970,1.040
1671784448,5143800,775774384,2265964,8150704,3.363,1.851,93.714,0,0,0,22.418,2413768.505,2228256.579,0,0,136563,440077,2.690,1.960,1.040
1671784453,5137884,775780292,2265964,8150712,3.180,2.005,93.660,0,0,0,8.800,2435916.420,2238995.405,0,0,139251,447554,2.870,2.010,1.060
1671784458,5289296,775628828,2265964,8150764,4.994,1.955,91.917,0,0,0,13.597,2373188.070,2180342.827,0,0,133455,430198,2.720,1.990,1.060
1671784463,5276024,775642100,2265964,8150764,3.291,1.870,93.717,0,0,0,14.403,2354544.145,2181880.830,0,0,134766,438260,2.590,1.970,1.060
1671784468,5236100,775682024,2265964,8150764,3.194,1.985,93.623,0,0,0,11.998,2430452.708,2237199.976,0,0,137106,444151,2.380,1.940,1.050
1671784473,5224172,775693944,2265964,8150772,3.216,1.830,93.808,0,0,0,8.802,2436290.738,2253930.069,0,0,137715,444341,2.350,1.940,1.060
1671784478,5232092,775686024,2265964,8150772,3.080,1.780,93.768,0,0,0,16.800,1938799.963,1782307.936,0,0,136323,440530,2.160,1.910,1.050
1671784483,5245904,775672212,2265964,8150772,3.205,1.860,93.680,0,0,0,14.400,2435722.384,2246637.644,0,0,137498,445992,2.070,1.890,1.050
1671784488,5252280,775665836,2265964,8150772,3.220,1.780,93.700,0,0,0,23.200,2430283.881,2248464.354,0,0,137059,442412,2.140,1.910,1.060
1671784493,5258544,775659568,2265964,8150776,3.285,1.735,93.723,0,0,0,12.000,2430179.704,2240837.924,0,0,137125,444776,2.210,1.930,1.070
1671784498,5266852,775651260,2265964,8150776,3.280,2.000,93.653,0,0,0,14.401,2427494.732,2230050.066,0,0,136824,446399,2.030,1.900,1.070
1671784503,5342780,775575328,2265964,8150780,3.213,1.968,93.637,0,0,0,10.392,2338539.416,2148214.289,0,0,132635,433757,1.870,1.870,1.060
1671784508,5496016,775422092,2265964,8150780,5.384,2.097,91.433,0,0,0,15.212,2407073.505,2211570.441,0,0,137688,444752,1.720,1.840,1.060
1671784513,5502412,775415692,2265964,8150784,3.340,1.930,93.439,0,0,0,14.400,2423185.706,2239818.347,0,0,137891,443106,1.740,1.840,1.060
1671784518,5509272,775408752,2265964,8150864,3.504,1.865,93.538,0,0,0,15.197,1935927.328,1785487.726,0,0,138895,445534,1.920,1.870,1.080
1671784523,5502792,775415228,2265964,8150868,3.206,1.745,93.671,0,0,0,12.802,2419199.308,2237018.336,0,0,137813,445317,2.010,1.890,1.090
1671784528,5475460,775442560,2265964,8150868,3.190,1.925,93.530,0,0,0,14.400,2457728.051,2267649.879,0,0,137741,451421,1.930,1.880,1.090
1671784533,5482704,775435312,2265964,8150872,3.395,2.085,93.431,0,0,0,10.399,2481624.883,2271678.514,0,0,139737,452627,2.020,1.900,1.100
1671784538,5512692,775405324,2265964,8150872,3.170,1.835,93.699,0,0,0,14.401,2473564.504,2278211.920,0,0,141639,451820,2.090,1.920,1.110
1671784543,5511680,775406336,2265964,8150872,3.320,1.860,93.609,0,0,0,15.200,2417216.378,2235014.709,0,0,135981,440743,2.090,1.920,1.110
1671784548,5527920,775390096,2265964,8150872,3.322,1.983,93.616,0,0,0,30.376,2442151.181,2246755.201,0,0,136346,445006,2.160,1.940,1.120
1671784553,5535432,775382576,2265964,8150880,3.335,1.910,93.554,0,0,0,18.401,2445912.061,2245124.348,0,0,138247,446609,2.230,1.950,1.130
1671784558,5558040,775359968,2265964,8150880,4.802,1.916,91.921,0,0,0,15.206,2388589.093,2190046.068,0,0,136762,443699,2.610,2.040,1.170
1671784563,5566816,775351192,2265964,8150880,3.231,1.866,93.665,0,0,0,14.405,1904756.455,1753648.627,0,0,134517,437115,2.400,2,1.160
1671784568,5612352,775305656,2265964,8150880,3.414,1.914,93.543,0,0,0,11.996,2425336.560,2242468.718,0,0,137793,444597,2.210,1.970,1.150
1671784573,5638296,775279708,2265964,8150884,3.306,2.091,93.445,0,0,0,20.807,2470074.802,2272751.771,0,0,138025,448812,2.270,1.990,1.160
1671784578,5658020,775259924,2265964,8150944,3.255,2.085,93.441,0,0,0,16.800,2452408.943,2260307.499,0,0,138980,448088,2.170,1.970,1.160
1671784583,5621364,775296576,2265964,8150948,3.155,1.920,93.580,0,0,0,17.600,2478559.244,2283254.736,0,0,140133,451322,2.080,1.950,1.160
1671784588,5624592,775293348,2265964,8150948,3.360,1.850,93.689,0,0,0,12.000,2436566.990,2250787.088,0,0,133799,432671,2.070,1.960,1.170
1671784593,5613928,775304012,2265964,8150948,3.425,1.940,93.518,0,0,0,11.199,2401233.795,2198038.542,0,0,138592,451649,2.140,1.970,1.180
1671784598,5628616,775289324,2265964,8150948,3.235,1.935,93.629,0,0,0,11.202,2420832.410,2221870.482,0,0,136843,441124,2.050,1.960,1.180
1671784603,5645308,775272624,2265964,8150956,3.265,1.985,93.513,0,0,0,17.600,1965533.007,1803709.855,0,0,137825,447563,2.130,1.970,1.190
1671784608,5763552,775154380,2265964,8150956,5.231,2.129,91.626,0,0,0,15.989,2389509.691,2208687.962,0,0,137235,438895,2.040,1.960,1.180
1671784613,5772200,775145732,2265964,8150956,3.329,1.960,93.685,0,0,0,27.995,2443910.243,2248678.465,0,0,137230,448316,2.110,1.970,1.190
1671784618,5736804,775181128,2265964,8150956,3.245,1.895,93.727,0,0,0,11.201,2391056.921,2200308.102,0,0,134177,434380,1.950,1.940,1.190
1671784623,5721936,775195992,2265964,8150960,3.383,1.841,93.555,0,0,0,15.212,2455984.114,2257987.435,0,0,138067,448634,1.870,1.930,1.190
1671784628,5711928,775206000,2265964,8150960,3.307,1.948,93.531,0,0,0,11.990,2440237.259,2250257.245,0,0,138456,448331,1.800,1.910,1.180
1671784633,5679856,775238068,2265964,8150964,3.250,1.800,93.706,0,0,0,18.400,2425379.840,2231445.087,0,0,135333,439883,1.900,1.930,1.190
1671784638,5677148,775240724,2265964,8151016,3.328,2.022,93.434,0,0,0,13.611,2498782.234,2289547.669,0,0,138623,452402,1.980,1.950,1.200
1671784643,5682260,775235608,2265964,8151020,3.300,1.880,93.488,0,0,0,14.398,2445978.563,2249728.734,0,0,139482,446984,2.070,1.960,1.210
1671784648,5657908,775259960,2265964,8151020,3.370,1.860,93.615,0,0,0,10.401,1964522.690,1805169.330,0,0,136702,444478,1.900,1.930,1.210
1671784653,5633324,775284544,2265964,8151020,3.250,1.870,93.623,0,0,0,0,2432412.536,2237045.264,0,0,136034,442071,1.750,1.900,1.200
1671784658,5640928,775276940,2265964,8151020,3.335,1.915,93.496,0,0,0,11.200,2461532.492,2274486.423,0,0,137694,449057,1.850,1.920,1.210
1671784663,5706436,775211424,2265964,8151028,5.115,2.110,91.887,0,0,0,8.800,2402304.807,2214957.764,0,0,136065,439875,1.780,1.900,1.210
1671784668,5724340,775193520,2265964,8151028,3.350,1.975,93.677,0,0,0,28.801,2432704.248,2256660.774,0,0,137244,444637,1.800,1.900,1.210
1671784673,5738400,775179460,2265964,8151028,3.125,1.820,93.867,0,0,0,15.200,2353602.213,2159896.862,0,0,133077,429314,1.650,1.870,1.210
1671784678,5719364,775198496,2265964,8151028,3.155,1.735,93.786,0,0,0,11.200,2387009.683,2197173.775,0,0,135409,435426,1.680,1.870,1.210
1671784683,5746668,775171188,2265964,8151032,3.335,2.020,93.504,0,0,0,8.800,2439406.451,2245493.176,0,0,138590,447125,1.710,1.880,1.220
1671784688,5764176,775153680,2265964,8151032,3.533,1.959,93.561,0,0,0,15.190,1963744.450,1802510.359,0,0,137754,447283,1.730,1.880,1.220
1671784693,5754996,775162856,2265964,8151036,3.357,1.906,93.528,0,0,0,10.406,2435179.543,2240626.014,0,0,137461,444021,1.590,1.850,1.210
1671784698,5782152,775135648,2265964,8151088,3.423,1.924,93.609,0,0,0,15.189,2383526.967,2183846.662,0,0,136726,431585,1.540,1.830,1.210
